Tat_tan_tat_vu_tru_DI_NHAN_pha_00012_2.57s|Marvel có thời điểm suýt phá sản nên là phải bán bản quyền.|marvel có thời điểm suýt phá sản nên là phải bán bản quyền. 
Tat_tan_tat_vu_tru_DI_NHAN_pha_00013_3.57s|Người nhện thì bán cho Sony, X-Men với F4 thì bán cho Fox.|người nhện thì bán cho sony, x men với f bốn thì bán cho fox. 
Tat_tan_tat_vu_tru_DI_NHAN_pha_00014_4.03s|Fox mua bản quyền X-Men từ năm 1994 với giá chỉ có 2,5 triệu đô.|fox mua bản quyền x men từ năm một nghìn chín trăm chín mươi tư với giá chỉ có hai, năm triệu đô. 
Tat_tan_tat_vu_tru_DI_NHAN_pha_00015_3.67s|Cho đến khi Disney mua luôn Marvel thì anh em X-Men mới được về chung một nhà.|cho đến khi đýts ni mua luôn marvel thì anh em x men mới được về chung một nhà. 
Tat_tan_tat_vu_tru_DI_NHAN_pha_00016_2.21s|Còn người nhện thì bây giờ vẫn đang ở nhà hàng xóm.|còn người nhện thì bây giờ vẫn đang ở nhà hàng xóm. 
Tat_tan_tat_vu_tru_DI_NHAN_pha_00017_4.25s|Tính tổng từ phim đầu tiên tới nay thì Vũ trụ X-Men đã mang về hơn 6 tỷ đô doanh thu.|tính tổng từ phim đầu tiên tới nay thì vũ trụ x men đã mang về hơn sáu tỷ đô doanh thu. 
Tat_tan_tat_vu_tru_DI_NHAN_pha_00018_5.07s|Và câu hỏi đặt ra là 6 tỷ đô này có thực sự xứng đáng để chúng ta bỏ thời gian ra xem hết không?|và câu hỏi đặt ra là sáu tỷ đô này có thực sự xứng đáng để chúng ta bỏ thời gian ra xem hết không? 
Tat_tan_tat_vu_tru_DI_NHAN_pha_00019_5.04s|Trong video này thì chúng ta sẽ cùng ngồi lại xem từng phần 1 để xem xem là X-Men rút cuộc đã làm tốt đến đâu.|trong vi đi ô này thì chúng ta sẽ cùng ngồi lại xem từng phần một để xem xem là x men rút cuộc đã làm tốt đến đâu. 
Tat_tan_tat_vu_tru_DI_NHAN_pha_00020_2.19s|Và không hay ở chỗ nào. Ok, bắt đầu thôi.|và không hay ở chỗ nào. ô kê, bắt đầu thôi. 
Tat_tan_tat_vu_tru_DI_NHAN_pha_00021_6.47s|Vũ trụ diện nhân chính thức bắt đầu với X -Men năm 2000.|vũ trụ diện nhân chính thức bắt đầu với x men năm hai nghìn. 
Tat_tan_tat_vu_tru_DI_NHAN_pha_00022_3.71s|Mở màn phim là năm 1944 khi mà Ba Lan đang bị phát xét đức chém đóng.|mở màn phim là năm một nghìn chín trăm bốn mươi tư khi mà ba lan đang bị phát xét đức chém đóng. 
Tat_tan_tat_vu_tru_DI_NHAN_pha_00023_4.68s|Cậu bé Erik Lanscher, 14 tuổi, bị kéo khỏi bóng tay của cha mẹ và đưa vào trại tập trung Oxford.|cậu bé erik lanscher, mười bốn tuổi, bị kéo khỏi bóng tay của cha mẹ và đưa vào trại tập trung oxford. 
Tat_tan_tat_vu_tru_DI_NHAN_pha_00024_4.17s|Bà chính tại đây, trong khoảnh khắc tuyệt vọng nhất thì Erik lần đầu tiên show ra nội tạ của mình.|bà chính tại đây, trong khoảnh khắc tuyệt vọng nhất thì erik lần đầu tiên sâu ra nội tạ của mình. 
Tat_tan_tat_vu_tru_DI_NHAN_pha_00025_7.58s|Chuyển sang thời hiện đại thì tại Mỹ, thượng nghị sĩ Robert Kelly đang cố thông qua đạo luật đăng ký đột biến buộc tất cả Newton phải công khai danh tính và năng lực.|chuyển sang thời hiện đại thì tại mỹ, thượng nghị sĩ robert kelly đang cố thông qua đạo luật đăng ký đột biến buộc tất cả newton phải công khai danh tính và năng lực. 
Tat_tan_tat_vu_tru_DI_NHAN_pha_00026_4.77s|Ở phía đối diện thì nhà ngoại cảm đột biến Charles Xavier cảm nhận được sự hiện diện của Erik năm xưa.|ở phía đối diện thì nhà ngoại cảm đột biến charles xavier cảm nhận được sự hiện diện của erik năm xưa. 
Tat_tan_tat_vu_tru_DI_NHAN_pha_00027_5.68s|Giờ đã trở thành Magneto và Xavier lo lắng không phải vì đạo luật mà là vì cách Magneto sẽ phản ứng trước nó.|giờ đã trở thành magneto và xavier lo lắng không phải vì đạo luật mà là vì cách magneto sẽ phản ứng trước nó. 
Tat_tan_tat_vu_tru_DI_NHAN_pha_00028_3.89s|Cùng lúc đó ở Mississippi, cô bé Mary 17 tuổi đang hôn bạn trai.|cùng lúc đó ở mississippi, cô bé mary mười bảy tuổi đang hôn bạn trai. 
Tat_tan_tat_vu_tru_DI_NHAN_pha_00029_8.27s|Anh em này cũng hôn lại nhưng mà là hôn mê luôn. Không phải hôn mê vì lần đầu được hôn gái mà là vì do năng lực đột biến của Mary là cứ trạm là hút sinh lực và sức mạnh của người đối diện.|anh em này cũng hôn lại nhưng mà là hôn mê luôn. không phải hôn mê vì lần đầu được hôn gái mà là vì do năng lực đột biến của mary là cứ trạm là hút sinh lực và sức mạnh của người đối diện. 
Tat_tan_tat_vu_tru_DI_NHAN_pha_00030_5.28s|Mary lấy rap name là Rock bỏ trốn lên Absta và gặp Logan chính là Wolverine mà chúng ta đều biết.|mary lấy rap name là rock bỏ trốn lên absta và gặp logan chính là wolverine mà chúng ta đều biết. 
Tat_tan_tat_vu_tru_DI_NHAN_pha_00031_3.22s|Trên đường đi thì hai người bị xây bờ, thuộc hội anh em của Magneto tấn công.|trên đường đi thì hai người bị xây bờ, thuộc hội anh em của magneto tấn công. 
Tat_tan_tat_vu_tru_DI_NHAN_pha_00032_3.55s|May là đệ tử của Xavier là Cyclops và Storm xuất hiện để cứu viện.|may là đệ tử của xavier là cyclops và storm xuất hiện để cứu viện. 
Tat_tan_tat_vu_tru_DI_NHAN_pha_00033_4.35s|Logan và Rope được đưa về trường học dành cho người đột biến của Xavier ở Wchester, New York.|logan và rope được đưa về trường học dành cho người đột biến của xavier ở wchester, new york. 
Tat_tan_tat_vu_tru_DI_NHAN_pha_00034_4.15s|Xavier nghi Magneto đang nhắm tới Logan nên đề nghị anh ở lại trong lúc điều tra.|xavier nghi magneto đang nhắm tới logan nên đề nghị anh ở lại trong lúc điều tra. 
Tat_tan_tat_vu_tru_DI_NHAN_pha_00035_3.46s|Rope thì nhập học và lại có cảm tình với Bobby Drake, một dị nhân điều khiển băng.|rope thì nhập học và lại có cảm tình với bobby drake, một dị nhân điều khiển băng. 
Tat_tan_tat_vu_tru_DI_NHAN_pha_00036_2.24s|Hứa hẹn tương lai lại có thêm người yêu hôn mê.|hứa hẹn tương lai lại có thêm người yêu hôn mê. 
Tat_tan_tat_vu_tru_DI_NHAN_pha_00037_5.06s|Trong khi đó thì hội anh em Magneto, gồm Thốt và Mystic, bắt cấp thượng nghị sĩ Kelly và đưa ra đảo Genosha.|trong khi đó thì hội anh em magneto, gồm thốt và mystic, bắt cấp thượng nghị sĩ kelly và đưa ra đảo genosha. 
Tat_tan_tat_vu_tru_DI_NHAN_pha_00038_3.75s|Magneto dùng Kelly làm thí nghiệm cho cổ máy kích phát đột biến ở người thường.|magneto dùng kelly làm thí nghiệm cho cổ máy kích phát đột biến ở người thường. 
Tat_tan_tat_vu_tru_DI_NHAN_pha_00039_4.01s|Và thế là Kelly bị đột biến rồi trốn thoát được. Rope đến thăm Logan, người đang gặp ác mộng.|và thế là kelly bị đột biến rồi trốn thoát được. rope đến thăm logan, người đang gặp ác mộng. 
Tat_tan_tat_vu_tru_DI_NHAN_pha_00040_5.34s|Logan giật mình tỉnh dậy và xin luôn Rock. Nhưng may là Rock đã kịp hấp thụ khả năng hồi phục của Logan nên là sống sót.|logan giật mình tỉnh dậy và xin luôn rock. nhưng may là rock đã kịp hấp thụ khả năng hồi phục của logan nên là sống sót. 
Tat_tan_tat_vu_tru_DI_NHAN_pha_00041_5.34s|Mystic lúc này giả dạng Bobby Drake để lừa Rock rằng Xavier đang giận cô nên là cô phải rời khỏi trường.|mystic lúc này giả dạng bobby drake để lừa rock rằng xavier đang giận cô nên là cô phải rời khỏi trường. 
Tat_tan_tat_vu_tru_DI_NHAN_pha_00042_4.83s|Xavier dùng Cerebro định vị được Rope tại một nhà ga thế là nhóm X-Men lên đường để đưa cô về.|xavier dùng cerebro định vị được rope tại một nhà ga thế là nhóm x men lên đường để đưa cô về. 
Tat_tan_tat_vu_tru_DI_NHAN_pha_00043_2.72s|Trong lúc đó thì Mystic lẻn vào Cerebro và phá hoại nó.|trong lúc đó thì mystic lẻn vào cerebro và phá hoại nó. 
Tat_tan_tat_vu_tru_DI_NHAN_pha_00044_4.55s|Logan tìm được Rope, thuyết phục cô quay lại nhờ Magneto xuất hiện, khống chế Logan và bắt Rope đi.|logan tìm được rope, thuyết phục cô quay lại nhờ magneto xuất hiện, khống chế logan và bắt rope đi. 
Tat_tan_tat_vu_tru_DI_NHAN_pha_00045_4.35s|Xavier điều khiển tâm trí Sabre Thút nhưng mà buộc phải thả lỏng khi mà Magneto đe dọa.|xavier điều khiển tâm trí sabre thút nhưng mà buộc phải thả lỏng khi mà magneto đe dọa. 
Tat_tan_tat_vu_tru_DI_NHAN_pha_00046_2.96s|Và sau đó thì cảnh sát bao vây nhà ga, hộ anh em trốn thoát cùng Rope.|và sau đó thì cảnh sát bao vây nhà ga, hộ anh em trốn thoát cùng rope. 
Tat_tan_tat_vu_tru_DI_NHAN_pha_00047_4.67s|Kelly tìm đến trường của Xavier. Xavier đọc tâm trí ông và biết được cách vận hành của cổ máy.|kelly tìm đến trường của xavier. xavier đọc tâm trí ông và biết được cách vận hành của cổ máy. 
Tat_tan_tat_vu_tru_DI_NHAN_pha_00048_4.18s|Cả nhóm nhận ra rằng áp lực của cổ máy đã suýt chết Magneto, chắc là tại vì ông này già rồi.|cả nhóm nhận ra rằng áp lực của cổ máy đã suýt chết magneto, chắc là tại vì ông này già rồi. 
Tat_tan_tat_vu_tru_DI_NHAN_pha_00049_5.87s|Và kế hoạch thực sự của Magneto là chuyển sức mạnh sang Rope, bắt cô vận hành máy rồi biết điều này sẽ khiến cô yếu.|và kế hoạch thực sự của magneto là chuyển sức mạnh sang rope, bắt cô vận hành máy rồi biết điều này sẽ khiến cô yếu. 
Tat_tan_tat_vu_tru_DI_NHAN_pha_00050_3.61s|Kelly không chịu nổi sự đột biến nên là cơ thể ông ta tan chảy thành chất lỏng.|kelly không chịu nổi sự đột biến nên là cơ thể ông ta tan chảy thành chất lỏng. 
Tat_tan_tat_vu_tru_DI_NHAN_pha_00051_5.17s|Xavier cố dùng Cerebro để tìm Rock nhưng mà Mystic lại gây rối khiến Xavier bị thương và hôn mê.|xavier cố dùng cerebro để tìm rock nhưng mà mystic lại gây rối khiến xavier bị thương và hôn mê. 
Tat_tan_tat_vu_tru_DI_NHAN_pha_00052_2.69s|Thế là Jean Grey phải dùng Cerebro thay thầy.|thế là jean grey phải dùng cerebro thay thầy. 
Tat_tan_tat_vu_tru_DI_NHAN_pha_00053_6.56s|Cô phát hiện ra hội anh em đã đặt cổ máy lên tượng nữ thần tự do để đột biến tất cả lãnh đạo trên thế giới đang giữ hội nghị tại đảo Elysse.|cô phát hiện ra hội anh em đã đặt cổ máy lên tượng nữ thần tự do để đột biến tất cả lãnh đạo trên thế giới đang giữ hội nghị tại đảo elysse. 
Tat_tan_tat_vu_tru_DI_NHAN_pha_00054_2.92s|Thế là nhóm X -Men lau lên tượng, đánh nhau và áp đảo hộ anh em.|thế là nhóm x men lau lên tượng, đánh nhau và áp đảo hộ anh em. 
Tat_tan_tat_vu_tru_DI_NHAN_pha_00055_2.37s|Magneto chuyển sức mạnh sang Rope và kích hoạt cổ máy.|magneto chuyển sức mạnh sang rope và kích hoạt cổ máy. 
Tat_tan_tat_vu_tru_DI_NHAN_pha_00056_3.17s|Logan lao vào đánh lạc hướng Magneto để Cyclops hạ gục hắn.|logan lao vào đánh lạc hướng magneto để cyclops hạ gục hắn. 
Tat_tan_tat_vu_tru_DI_NHAN_pha_00057_4.31s|Logan phá hủy cổ máy, chuyển sức mạnh của mình cho Rope, giúp cô sống lại nhưng mà bản thân thì kiệt sức.|logan phá hủy cổ máy, chuyển sức mạnh của mình cho rope, giúp cô sống lại nhưng mà bản thân thì kiệt sức. 
Tat_tan_tat_vu_tru_DI_NHAN_pha_00058_5.05s|Sau trận chiến thì Xavier và Logan hồi phục và cả nhóm phát hiện Mystic đã trốn thoát và đang giả dạng Kelly.|sau trận chiến thì xavier và logan hồi phục và cả nhóm phát hiện mystic đã trốn thoát và đang giả dạng kelly. 
Tat_tan_tat_vu_tru_DI_NHAN_pha_00059_3.38s|Logan đi tìm lại quá khứ tại một cơ sở quân sự bỏ hoang ở Canada.|logan đi tìm lại quá khứ tại một cơ sở quân sự bỏ hoang ở canada. 
Tat_tan_tat_vu_tru_DI_NHAN_pha_00060_4.65s|Và sau đó, Xavier thăm Magneto, giờ thì bị giam trong nhà tù bằng nhựa Polycarbonat.|và sau đó, xavier thăm magneto, giờ thì bị giam trong nhà tù bằng nhựa polycarbonat. 
Tat_tan_tat_vu_tru_DI_NHAN_pha_00061_5.49s|Magneto cảnh báo là một ngày nào đó, ông ta sẽ trốn thoát, còn Xavier đáp lại là tôi sẽ luôn ở đó để ngăn cậu.|magneto cảnh báo là một ngày nào đó, ông ta sẽ trốn thoát, còn xavier đáp lại là tôi sẽ luôn ở đó để ngăn cậu. 
Tat_tan_tat_vu_tru_DI_NHAN_pha_00062_5.58s|Trước khi có MCU thì X-Men chính là công thần lập quốc của phim siêu anh hùng Marvel và phải công nhận là Fox sẽ làm rất là tốt.|trước khi có mcu thì x men chính là công thần lập quốc của phim siêu anh hùng marvel và phải công nhận là fox sẽ làm rất là tốt. 
Tat_tan_tat_vu_tru_DI_NHAN_pha_00063_7.95s|Nếu mà phim siêu anh hùng thời đó chủ yếu là phô diễn sức mạnh rồi la vào đấm nhau, thì X-Men dùng câu chuyện dị nhân để nói về kỳ thị chủng tộc và nỗi sợ trước sự khác biệt.|nếu mà phim siêu anh hùng thời đó chủ yếu là phô diễn sức mạnh rồi la vào đấm nhau, thì x men dùng câu chuyện dị nhân để nói về kỳ thị chủng tộc và nỗi sợ trước sự khác biệt. 
Tat_tan_tat_vu_tru_DI_NHAN_pha_00064_5.42s|Xavier và Magneto đại diện cho hai tư tưởng đối lập, nó giống như Martin Luther King và lại Malcolm X.|xavier và magneto đại diện cho hai tư tưởng đối lập, nó giống như martin luther king và lại malcolm x. 
Tat_tan_tat_vu_tru_DI_NHAN_pha_00065_4.97s|Xavier thì tin vào hòa nhập, tin rằng nếu Magneto giúp đỡ con người thì họ sẽ được chấp nhận.|xavier thì tin vào hòa nhập, tin rằng nếu magneto giúp đỡ con người thì họ sẽ được chấp nhận. 
Tat_tan_tat_vu_tru_DI_NHAN_pha_00066_6.77s|Magneto là nạn nhân của Holocaust nên ông hoàn toàn không tin vào lòng tốt của loài người và thấy đạo luật đăng ký Magneto chỉ là lịch sử đáp lại.|magneto là nạn nhân của holocaust nên ông hoàn toàn không tin vào lòng tốt của loài người và thấy đạo luật đăng ký magneto chỉ là lịch sử đáp lại. 
Tat_tan_tat_vu_tru_DI_NHAN_pha_00067_3.53s|Cái hay của phim này là chúng ta thấy cả hai bên đều đúng, chẳng có bên nào là sai cả.|cái hay của phim này là chúng ta thấy cả hai bên đều đúng, chẳng có bên nào là sai cả. 
Tat_tan_tat_vu_tru_DI_NHAN_pha_00068_4.79s|Nên nó tạo chúng ta cảm giác bên nào thắng cũng hay và không biết củ vũ cho bên nào.|nên nó tạo chúng ta cảm giác bên nào thắng cũng hay và không biết củ vũ cho bên nào. 
Tat_tan_tat_vu_tru_DI_NHAN_pha_00069_5.30s|Cảnh mở đầu ở Auschwitz thì mưa xám xịt, không màu mè, đã đặt một cái niềm tông cực kỳ nặng và nghiêm túc cho phim.|cảnh mở đầu ở auschwitz thì mưa xám xịt, không màu mè, đã đặt một cái niềm tông cực kỳ nặng và nghiêm túc cho phim. 
Tat_tan_tat_vu_tru_DI_NHAN_pha_00070_6.48s|Tách biệt hoàn toàn với phim Sơn Bình Thùng trước đấy. Gian Carp xì khỏi bã nồi, phù thủy Gandalf và thuyền trưởng Picard đứng ở hai chiến tuyến.|tách biệt hoàn toàn với phim sơn bình thùng trước đấy. gian carp xì khỏi bã nồi, phù thủy gandalf và thuyền trưởng picard đứng ở hai chiến tuyến. 
Tat_tan_tat_vu_tru_DI_NHAN_pha_00071_4.41s|Patrick Stewart và Ian McKellen là hai tượng đài diễn xuất mang lại sức nặng kinh khủng.|patrick stewart và ian mckellen là hai tượng đài diễn xuất mang lại sức nặng kinh khủng. 
Tat_tan_tat_vu_tru_DI_NHAN_pha_00072_3.90s|Cuộc đối đầu của họ thì không chỉ là sức mạnh mà bằng những ván cờ vua đầy chất lý.|cuộc đối đầu của họ thì không chỉ là sức mạnh mà bằng những ván cờ vua đầy chất lý. 
Tat_tan_tat_vu_tru_DI_NHAN_pha_00073_6.28s|Hugh Jackman thì trước khi trở thành đông bị nhầm từ trồn thành sói là một diễn viên vô danh và sau X-Men thì anh trở thành huyền thoại.|hugh jackman thì trước khi trở thành đông bị nhầm từ trồn thành sói là một diễn viên vô danh và sau x men thì anh trở thành huyền thoại. 
Tat_tan_tat_vu_tru_DI_NHAN_pha_00074_4.01s|Wolverine trước khi vào trường là Logan hoang dã, hút xì gà, uống bia, thích solo.|wolverine trước khi vào trường là logan hoang dã, hút xì gà, uống bia, thích solo. 
Tat_tan_tat_vu_tru_DI_NHAN_pha_00075_3.57s|Còn vào trường rồi thì vẫn hút xì gà, uống bia nhưng biết đánh theo team hơn.|còn vào trường rồi thì vẫn hút xì gà, uống bia nhưng biết đánh theo team hơn. 
Tat_tan_tat_vu_tru_DI_NHAN_pha_00076_2.61s|Bắt đầu thì Logan không phải là anh hùng, chỉ là một kẻ ngoài lề.|bắt đầu thì logan không phải là anh hùng, chỉ là một kẻ ngoài lề. 
Tat_tan_tat_vu_tru_DI_NHAN_pha_00077_3.95s|Nhưng mà thông qua Logan và Rope thì khán giả mới dần khám phá thế giới dị nhân phức tạp.|nhưng mà thông qua logan và rope thì khán giả mới dần khám phá thế giới dị nhân phức tạp. 
Tat_tan_tat_vu_tru_DI_NHAN_pha_00078_2.89s|Cái việc chọn Rope làm trung tâm dẫn chuyện là một quyết định khá đúng.|cái việc chọn rope làm trung tâm dẫn chuyện là một quyết định khá đúng. 
Tat_tan_tat_vu_tru_DI_NHAN_pha_00079_5.02s|Cái nỗi sợ hôn ai là người đấy bị hôn mê, biến cái bi kịch của người đột biến trở nên rất là gần.|cái nỗi sợ hôn ai là người đấy bị hôn mê, biến cái bi kịch của người đột biến trở nên rất là gần. 
Tat_tan_tat_vu_tru_DI_NHAN_pha_00080_2.33s|Nhưng nói thật là nếu mà tôi có đột biến như Wolverine thì ngầu phết.|nhưng nói thật là nếu mà tôi có đột biến như wolverine thì ngầu phết. 
Tat_tan_tat_vu_tru_DI_NHAN_pha_00081_2.93s|Còn đột biến cái kiểu chạm ai là hút sinh lực người đấy thì khá là bi kịch.|còn đột biến cái kiểu chạm ai là hút sinh lực người đấy thì khá là bi kịch. 
Tat_tan_tat_vu_tru_DI_NHAN_pha_00082_4.13s|Mấy ông mà có đột biến ngầu xong bảo đấy là món quà rồi bắt người ta giữ lại thì tôi thấy cũng hơi bất công.|mấy ông mà có đột biến ngầu xong bảo đấy là món quà rồi bắt người ta giữ lại thì tôi thấy cũng hơi bất công. 
Tat_tan_tat_vu_tru_DI_NHAN_pha_00083_2.27s|Và cái vấn đề này thì nó theo suốt cả series sau đó.|và cái vấn đề này thì nó theo suốt cả series sau đó. 
Tat_tan_tat_vu_tru_DI_NHAN_pha_00084_5.51s|Phim này thì nó bỏ mấy cái bộ đồ màu mè trong chuyện tranh và chuyển sang đồng phục màu đen, khiến phim trong nó hiện đại và nghiêm túc hơn.|phim này thì nó bỏ mấy cái bộ đồ màu mè trong chuyện tranh và chuyển sang đồng phục màu đen, khiến phim trong nó hiện đại và nghiêm túc hơn. 
Tat_tan_tat_vu_tru_DI_NHAN_pha_00085_4.74s|Rồi lại thì bị fan chê tơi tả. Những cảnh ở nhà ga hay là trận chiến tại nữ thần tự do thì đều rất là đỉnh.|rồi lại thì bị phan chê tơi tả. những cảnh ở nhà ga hay là trận chiến tại nữ thần tự do thì đều rất là đỉnh. 
Tat_tan_tat_vu_tru_DI_NHAN_pha_00086_4.35s|Bác Nito điều khiển súng và nói là người ta hay nói về vũ khí như thể là chúng bảo vệ họ.|bác nito điều khiển súng và nói là người ta hay nói về vũ khí như thể là chúng bảo vệ họ. 
Tat_tan_tat_vu_tru_DI_NHAN_pha_00087_3.77s|Nhưng mà sự thật là chúng chỉ khiến tôi tiêu diệt họ dễ hơn là một cảnh cực kỳ địa ảnh.|nhưng mà sự thật là chúng chỉ khiến tôi tiêu diệt họ dễ hơn là một cảnh cực kỳ địa ảnh. 
Tat_tan_tat_vu_tru_DI_NHAN_pha_00088_4.94s|Cơ h bên cạnh đấy thì cũng có Storm với câu là cậu biết gì xảy ra với mấy con góc khi bị xét đánh không?|cơ h bên cạnh đấy thì cũng có storm với câu là cậu biết gì xảy ra với mấy con góc khi bị xét đánh không? 
Tat_tan_tat_vu_tru_DI_NHAN_pha_00089_6.05s|Khá là khá ring đấy. Kỹ xảo thì nếu mà so với Titanic hay Jurassic Park thì nó vẫn hơi lỏ nhưng mà ở thời điểm đó thì chấp nhận được.|khá là khá ring đấy. kỹ xảo thì nếu mà so với titanic hay jurassic park thì nó vẫn hơi lỏ nhưng mà ở thời điểm đó thì chấp nhận được. 
Tat_tan_tat_vu_tru_DI_NHAN_pha_00090_4.52s|Ngoài Wolverine, Rogue, Xavier và Magneto thì những người còn lại thì hơi mờ nhạt và ít đất diễn.|ngoài wolverine, rogue, xavier và magneto thì những người còn lại thì hơi mờ nhạt và ít đất diễn. 
Tat_tan_tat_vu_tru_DI_NHAN_pha_00091_6.79s|Không hiểu sao Wolverine lại được yêu ái hơn nhiều khiến tôi khi xem phim thì cảm giác là kiểu Wolverine và những người bạn hơi là một nhóm dị nhân.|không hiểu sao wolverine lại được yêu ái hơn nhiều khiến tôi khi xem phim thì cảm giác là kiểu wolverine và những người bạn hơi là một nhóm dị nhân. 
Tat_tan_tat_vu_tru_DI_NHAN_pha_00092_4.05s|Tổng kết lại thì với tư cách là phim mở màn thì X-Men 2000 đã hoàn thành tốt nhiệm vụ.|tổng kết lại thì với tư cách là phim mở màn thì x men hai nghìn đã hoàn thành tốt nhiệm vụ. 
Tat_tan_tat_vu_tru_DI_NHAN_pha_00093_10.71s|Vẫn là một bộ phim đáng xem. Và 3 năm sau phần này thì chúng ta có phần tiếp theo với một cái tên khá sáng tạo là X-2.|vẫn là một bộ phim đáng xem. và ba năm sau phần này thì chúng ta có phần tiếp theo với một cái tên khá sáng tạo là x hai. 
Tat_tan_tat_vu_tru_DI_NHAN_pha_00094_2.23s|Tên đầy đủ là X-2, X-Men United.|tên đầy đủ là x hai, x men united. 
Tat_tan_tat_vu_tru_DI_NHAN_pha_00095_3.23s|X-Men United. Mở màn phim là một pha khá điện ảnh.|x men united. mở màn phim là một pha khá điện ảnh. 
Tat_tan_tat_vu_tru_DI_NHAN_pha_00096_5.42s|Tại Nhà Trắng có một dị nhân có khả năng dịch truyền tức thời là Nightcrawler đột nhập vào tấn công tổng thống Hoa Kỳ.|tại nhà trắng có một dị nhân có khả năng dịch truyền tức thời là nightcrawler đột nhập vào tấn công tổng thống hoa kỳ. 
Tat_tan_tat_vu_tru_DI_NHAN_pha_00097_3.25s|Anh này bị bán trúng và buộc phải rút lui và ngay lập tức nước Mỹ hoảng loạn.|anh này bị bán trúng và buộc phải rút lui và ngay lập tức nước mỹ hoảng loạn. 
Tat_tan_tat_vu_tru_DI_NHAN_pha_00098_2.66s|Trong khi đó thì Wolverine đang tiếp tục hành trình tìm lại quá khứ của mình.|trong khi đó thì wolverine đang tiếp tục hành trình tìm lại quá khứ của mình. 
Tat_tan_tat_vu_tru_DI_NHAN_pha_00099_4.67s|Anh quay lại một cơ sở quân sự bỏ hoang ở hồ Akali nhưng mà kết quả chỉ tìm thấy đúng cái nịt.|anh quay lại một cơ sở quân sự bỏ hoang ở hồ akali nhưng mà kết quả chỉ tìm thấy đúng cái nịt. 
